mi,count_order
0.001248318631131131,3762.6088660588657
0.001248318631131131,3764.595042348014
0.001248318631131131,3720.9416704809614
0.001248318631131131,3791.3058419208674
0.001248318631131131,3758.929680073234
0.001248318631131131,3773.800325708357
0.001248318631131131,3764.884486328437
0.001248318631131131,3767.3834807720227
0.001248318631131131,3759.0237694755233
0.001248318631131131,3777.10568814293
0.001248318631131131,3759.2307115436474
0.001248318631131131,3758.56407437228
0.001248318631131131,3756.688333053177
0.001248318631131131,3736.352400013466
0.001248318631131131,3768.9034183059175
0.001248318631131131,3737.6073447331287
0.001248318631131131,3763.992348024013
0.001248318631131131,3778.143195175252
0.001248318631131131,3760.4795952007125
0.001248318631131131,3750.117593304666
0.001248318631131131,3769.117887263691
0.001248318631131131,3760.5881377848627
0.001248318631131131,3769.3731164507562
0.001248318631131131,3765.507981018826
0.001248318631131131,3778.9680069565557
0.001248318631131131,3699.487178522706
0.001248318631131131,3756.836009834012
0.001248318631131131,3771.7434243791813
0.001248318631131131,3795.9008786867175
0.001248318631131131,3763.808040702246
0.001248318631131131,3764.9245879007512
0.001248318631131131,3766.5492655236376
0.001248318631131131,3809.5157326986987
0.001248318631131131,3769.1885888250486
0.001248318631131131,3771.734382628519
0.001248318631131131,3774.541821731145
0.001248318631131131,3781.8893130563238
0.001248318631131131,3765.0049818922826
0.001248318631131131,3768.110093549449
0.001248318631131131,3745.006881521783
0.001248318631131131,3765.087515896172
0.001248318631131131,3771.9460310589675
0.001248318631131131,3782.9940283050023
0.001248318631131131,3755.6017829304556
0.001248318631131131,3797.9391866023325
0.001248318631131131,3768.956550052808
0.001248318631131131,3771.3212753504117
0.001248318631131131,3748.376465830912
0.001248318631131131,3763.5708528536798
0.001248318631131131,3763.5205221252168
0.001248318631131131,3759.4930852360812
0.001248318631131131,3767.912191967997
0.001248318631131131,3765.9687465104093
0.001248318631131131,3764.8490826391035
0.001248318631131131,3761.1473556641204
0.001248318631131131,3768.5463897196346
0.001248318631131131,3783.383715828438
0.001248318631131131,3727.5059896789903
0.001248318631131131,3746.8494242062725
0.001248318631131131,3776.1097846622674
0.001248318631131131,3771.646514180973
0.001248318631131131,3770.5109126098814
0.001248318631131131,3769.6777517022924
0.001248318631131131,3768.0288001211184
0.001248318631131131,3762.9696882342746
0.001248318631131131,3801.532051159052
0.001248318631131131,3748.0997164935457
