mi,count_order
0.001248318631131131,2.3911339411344126
0.001248318631131131,0.40495765198581657
0.001248318631131131,44.05832951903845
0.001248318631131131,26.305841920867177
0.001248318631131131,6.070319926765994
0.001248318631131131,8.80032570835671
0.001248318631131131,0.11551367156307428
0.001248318631131131,2.3834807720228413
0.001248318631131131,5.9762305244768985
0.001248318631131131,12.105688142929903
0.001248318631131131,5.769288456352553
0.001248318631131131,6.435925627719661
0.001248318631131131,8.311666946823076
0.001248318631131131,28.64759998653374
0.001248318631131131,3.903418305917402
0.001248318631131131,27.39265526687131
0.001248318631131131,1.0076519759868894
0.001248318631131131,13.143195175252222
0.001248318631131131,4.52040479928724
0.001248318631131131,14.882406695333865
0.001248318631131131,4.117887263691197
0.001248318631131131,4.411862215137128
0.001248318631131131,4.373116450756266
0.001248318631131131,0.5079810188258584
0.001248318631131131,13.968006956555755
0.001248318631131131,65.5128214772942
0.001248318631131131,8.163990165987597
0.001248318631131131,6.743424379181421
0.001248318631131131,30.90087868671751
0.001248318631131131,1.19195929775371
0.001248318631131131,0.07541209924861789
0.001248318631131131,1.5492655236377149
0.001248318631131131,44.515732698698706
0.001248318631131131,4.1885888250485275
0.001248318631131131,6.734382628519229
0.001248318631131131,9.541821731144994
0.001248318631131131,16.889313056323818
0.001248318631131131,0.004981892282765845
0.001248318631131131,3.110093549449081
0.001248318631131131,19.993118478217013
0.001248318631131131,0.08751589617191752
0.001248318631131131,6.94603105896747
0.001248318631131131,17.99402830500251
0.001248318631131131,9.398217069544403
0.001248318631131131,32.93918660233267
0.001248318631131131,3.956550052807806
0.001248318631131131,6.321275350411856
0.001248318631131131,16.62353416908822
0.001248318631131131,1.4291471463203556
0.001248318631131131,1.4794778747832378
0.001248318631131131,5.506914763918934
0.001248318631131131,2.912191967996727
0.001248318631131131,0.9687465104094678
0.001248318631131131,0.15091736089662694
0.001248318631131131,3.852644335879657
0.001248318631131131,3.5463897196347007
0.001248318631131131,18.383715828438234
0.001248318631131131,37.49401032100973
0.001248318631131131,18.150575793727434
0.001248318631131131,11.10978466226741
0.001248318631131131,6.646514180972901
0.001248318631131131,5.510912609881357
0.001248318631131131,4.6777517022923405
0.001248318631131131,3.0288001211182
0.001248318631131131,2.030311765725471
0.001248318631131131,36.53205115905218
0.001248318631131131,16.900283506454343
0.001248318631131131,0.5822578795935002
0.001248318631131131,2.1075123762428336
0.001248318631131131,0.4256776605550056
0.001248318631131131,17.243570708040753
0.001248318631131131,34.59242417278595
0.001248318631131131,10.913172749845435
0.001248318631131131,5.621991264668107
0.001248318631131131,18.568007333521017
0.001248318631131131,1.1371948221095733
0.001248318631131131,4.1897698812471855
0.001248318631131131,7.817869569533093
0.001248318631131131,18.966536997691925
0.001248318631131131,1.4766402564636858
0.001248318631131131,1.3186982526141091
0.001248318631131131,17.56949659861949
0.001248318631131131,2.8045716630231317
0.001248318631131131,6.218044291602182
0.001248318631131131,3.84920052889368
0.001248318631131131,5.278793163433016
0.001248318631131131,2.2964772026820794
0.001248318631131131,4.016036290833876
0.001248318631131131,5.111260250342931
0.001248318631131131,2.3528323852559767
0.001248318631131131,0.14051242754723928
0.001248318631131131,9.947990626956754
0.001248318631131131,1.6107074626036813
0.001248318631131131,10.201782995207607
0.001248318631131131,7.6135656565032095
0.001248318631131131,15.80188260158093
0.001248318631131131,38.22706323980908
0.001248318631131131,8.152603089776347
0.001248318631131131,27.51770261973596
0.001248318631131131,7.839193676067623
0.015625,5.750340539990002
0.015625,0.8661865948841689
0.015625,9.95651869345935
0.015625,6.017180675853762
0.015625,1.492561547872422
0.015625,3.398947065281116
0.015625,1.977079337645266
0.015625,10.52802081288149
0.015625,5.35630837915663
0.015625,2.8930729019012995
0.015625,2.314601426711282
0.015625,0.8335629725535462
0.015625,0.8065347510930768
0.015625,0.0670969682984432
0.015625,5.326970434063723
0.015625,7.775304488960095
0.015625,2.757988826566719
0.015625,2.377568423369208
0.015625,0.14297493263870192
0.015625,0.13585550574717084
0.015625,2.1021241146393455
0.015625,6.14752438767795
0.015625,0.7673115487094135
0.015625,0.3542474878641622
0.015625,1.0642748156347686
0.015625,2.9344825925903284
0.015625,0.18471700494057997
