mi,count_order
0.001248318631131131,3755.769752977857
0.001248318631131131,3767.956852107488
0.001248318631131131,3731.6191236429977
0.001248318631131131,3758.9054988072676
0.001248318631131131,3760.686998418265
0.001248318631131131,3752.1620705945857
0.001248318631131131,3761.5013254053083
0.001248318631131131,3768.6645868898086
0.001248318631131131,3764.7702300397473
0.001248318631131131,3767.615794204151
0.001248318631131131,3782.05477224398
0.001248318631131131,3770.6901127099622
0.001248318631131131,3771.9235964527666
0.001248318631131131,3752.17142830678
0.001248318631131131,3776.990672896367
0.001248318631131131,3750.689977596957
0.001248318631131131,3767.491409121162
0.001248318631131131,3762.7360451999275
0.001248318631131131,3753.571743936172
0.001248318631131131,3757.184419079161
0.001248318631131131,3764.9963442830763
0.001248318631131131,3762.7459951615547
0.001248318631131131,3742.464732317454
0.001248318631131131,3746.869296938298
0.001248318631131131,3773.401603437155
0.001248318631131131,3761.453038453457
0.001248318631131131,3763.7419950590865
0.001248318631131131,3755.696266976842
0.001248318631131131,3762.8311551386423
0.001248318631131131,3757.6277389917577
0.001248318631131131,3691.512230406919
0.001248318631131131,3758.087879033172
0.001248318631131131,3756.780170460417
0.001248318631131131,3765.595046428828
0.001248318631131131,3757.986632442425
0.001248318631131131,3760.917853739571
0.001248318631131131,3789.758534166965
0.001248318631131131,3738.031834954478
0.001248318631131131,3763.1847782524133
0.001248318631131131,3770.703396630379
0.001248318631131131,3707.498706044567
0.001248318631131131,3785.8071151094664
0.001248318631131131,3750.677852149553
0.001248318631131131,3766.860979032481
0.001248318631131131,3765.962076577262
0.001248318631131131,3732.605669225843
0.001248318631131131,3739.7025392454484
0.001248318631131131,3757.0535700864507
0.001248318631131131,3753.0967422607005
0.001248318631131131,3739.1934871596563
0.001248318631131131,3765.5941660503277
0.001248318631131131,3763.5402567748883
0.001248318631131131,3769.1764888941225
0.001248318631131131,3770.2830612250214
0.001248318631131131,3746.2808763368866
0.001248318631131131,3774.373964936025
0.001248318631131131,3765.907576747581
0.001248318631131131,3771.5680992965827
0.001248318631131131,3762.256467025405
0.001248318631131131,3761.211995313627
0.001248318631131131,3780.603573459041
0.001248318631131131,3760.689821861665
0.001248318631131131,3780.607606650476
0.001248318631131131,3731.6346758390996
0.001248318631131131,3769.8918318451742
0.001248318631131131,3766.9417089986687
0.001248318631131131,3761.853375237648
0.001248318631131131,3759.033364775354
0.001248318631131131,3758.8004805827227
0.001248318631131131,3757.322978533948
0.001248318631131131,3758.9998386834154
0.001248318631131131,3738.056796239096
0.001248318631131131,3767.1790906530227
0.001248318631131131,3790.8835835143
0.001248318631131131,3760.8299074170964
0.001248318631131131,3758.1983340124293
0.001248318631131131,3773.3217666737637
0.001248318631131131,3849.5175312424544
0.001248318631131131,3770.812760592465
0.001248318631131131,3771.419447152865
0.001248318631131131,3746.92868990964
0.001248318631131131,3774.898065571044
0.001248318631131131,3772.058047023822
0.001248318631131131,3784.5023767481
0.001248318631131131,3778.9416590327764
0.001248318631131131,3778.3358443059096
0.001248318631131131,3762.94726178814
0.001248318631131131,3757.8357406243917
0.001248318631131131,3762.0434189253233
0.001248318631131131,3746.43006146944
0.001248318631131131,3746.8510416826707
0.001248318631131131,3757.2546731678717
0.001248318631131131,3763.2778134102823
0.001248318631131131,3753.763720834766
0.001248318631131131,3748.9208129342082
0.001248318631131131,3770.0194092771
0.001248318631131131,3741.9688219358572
0.001248318631131131,3763.6916952361457
0.001248318631131131,3765.849880553584
0.001248318631131131,3763.7757203405786
0.015625,3762.555746714247
0.015625,3763.1009654304157
0.015625,3767.6151821741087
0.015625,3763.467795958998
0.015625,3764.1202614935814
0.015625,3767.189042353049
0.015625,3766.1214014795955
0.015625,3763.820096761808
0.015625,3765.271177648735
0.015625,3766.2925110708497
0.015625,3768.584214714592
0.015625,3771.6285401529653
0.015625,3765.65270662536
0.015625,3764.2837860414643
0.015625,3768.5656869133663
0.015625,3760.2392632584415
0.015625,3763.065440981714
0.015625,3764.4098861702387
0.015625,3766.3890186730246
0.015625,3763.012469344703
0.015625,3770.299738384174
0.015625,3765.5408491918124
0.015625,3763.021323817484
0.015625,3767.0002087340176
0.015625,3765.720470396548
0.015625,3764.1570954333347
0.015625,3761.176907930615
0.015625,3763.8532721223946
0.015625,3770.4780964528336
0.015625,3768.8991226767216
0.015625,3758.203133932545
0.015625,3763.9905610431733
0.015625,3759.3678524289767
0.015625,3762.9244650792725
0.015625,3764.6032872847627
0.015625,3754.9526053748104
0.015625,3763.7987385675515
0.015625,3762.3275357987786
0.015625,3768.935345717314
0.015625,3769.0433986561065
0.015625,3767.582929691079
0.015625,3765.3483255229353
0.015625,3764.528951816647
0.015625,3770.5471534518906
0.015625,3764.596443289772
0.015625,3765.388658798002
0.015625,3769.5282152470595
0.015625,3762.7592063153384
0.015625,3762.4804653200576
0.015625,3762.2044158417175
0.015625,3766.2293949358423
0.015625,3765.9150369047575
0.015625,3766.3587008869654
0.015625,3764.024821530115
0.015625,3768.3599824843814
0.015625,3767.6064135609163
0.015625,3761.546640212317
0.015625,3768.422070169312
0.015625,3770.382296992107
0.015625,3753.166381497122
0.015625,3766.481531458056
0.015625,3765.723147713704
0.015625,3765.5081697485334
0.015625,3765.161683639513
0.015625,3764.672171446383
0.015625,3763.5587827756453
0.015625,3766.6848930683063
0.015625,3768.202413333578
0.015625,3770.4442080127023
0.015625,3765.9538705481605
0.015625,3765.048345665649
0.015625,3766.5652637161106
0.015625,3763.09746428938
0.015625,3767.399959027643
0.015625,3758.3934034716185
0.015625,3766.223294368611
0.015625,3761.919798868579
0.015625,3761.9417029542947
0.015625,3766.325165215945
0.015625,3771.8972136726097
0.015625,3764.214813772372
0.015625,3762.0640487570286
0.015625,3770.650555183537
0.015625,3761.3397466937304
0.015625,3766.6858645150564
0.015625,3762.5730485995355
0.015625,3763.364668499372
0.015625,3764.0684486656346
0.015625,3770.8835183128717
0.015625,3762.2192664541876
0.015625,3764.7834368361005
0.015625,3768.134863715889
0.015625,3758.842792175915
0.015625,3766.7763108756467
0.015625,3764.9377331991946
0.015625,3760.3048871065585
0.015625,3766.1569428408807
0.015625,3764.473048567508
0.015625,3771.7932633342675
0.015625,3768.1889691231218
0.03125,3764.2989029186306
0.03125,3764.5116177703676
0.03125,3767.6897554008087
0.03125,3767.603397505596
0.03125,3763.973227131824
0.03125,3764.934447426291
0.03125,3768.777412421161
0.03125,3765.4283001106887
0.03125,3765.406781046242
0.03125,3765.277356434297
0.03125,3763.961302461816
0.03125,3764.738732403416
0.03125,3762.110132064368
0.03125,3769.6832683901503
0.03125,3765.050794437001
0.03125,3766.5921798484846
0.03125,3769.6962795164086
0.03125,3763.483361860863
0.03125,3767.638464532262
0.03125,3764.473877732474
0.03125,3768.718319030876
0.03125,3764.337122161587
0.03125,3765.6987784560356
0.03125,3764.560449323745
0.03125,3764.1748587141924
0.03125,3767.8652027257267
0.03125,3766.84660554341
0.03125,3763.8270690672016
0.03125,3762.019546288204
0.03125,3764.6380348756184
0.03125,3765.7054098704034
0.03125,3765.6887542958893
0.03125,3765.1188580869275
0.03125,3764.0376530978765
0.03125,3761.134584410648
0.03125,3765.194823995855
0.03125,3765.669398908826
0.03125,3767.4091801318655
0.03125,3773.6258763247743
0.03125,3767.1813975289024
0.03125,3766.556875539446
0.03125,3764.1883660376993
0.03125,3757.7496546054704
0.03125,3764.6543449750297
0.03125,3762.3197952955643
0.03125,3765.109402597405
0.03125,3765.4281729566965
0.03125,3765.2458831037843
0.03125,3764.55753557081
0.03125,3766.198180822557
0.03125,3763.90090945184
0.03125,3765.0408170168935
0.03125,3765.7112479577904
